Name,Source Title,DOI,Authors,Year,URL,Type,Source,Note
Quantified Factory Worker: Designing a Worker Feedback Dashboard,NORDICHI'18: PROCEEDINGS OF THE 10TH NORDIC CONFERENCE ON HUMAN-COMPUTER INTERACTION,10.1145/3240167.3240187,"Heikkila, Paivi; Honka, Anita; Kaasinen, Eija",2018,,Conference Paper,Web of Science,EC3
A Goal-Oriented Framework for Analyzing and Modeling City Dashboards in Smart Cities,"SMART AND SUSTAINABLE PLANNING FOR CITIES AND REGIONS, SSPCR 2017",10.1007/978-3-319-75774-2_13,"Mannaro, Katiuscia; Baralla, Gavina; Garau, Chiara",2018,,Conference Paper,Web of Science,EC3
Sover! Social Media Observer,ACM/SIGIR PROCEEDINGS 2018,10.1145/3209978.3210173,"Hadgu, Asmelash Teka; Abualhaija, Sallam; Niederee, Claudia",2018,,Conference Paper,Web of Science,EC3
Monitoring performance through Dashboards,2018 13TH IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES (CISTI),,"Paraiso Vieira, Maria Ines; Laureano, Raul M. S.; Mendes Pedrosa, Isabel Maria",2018,,Conference Paper,Web of Science,EC5
Data Visualization Techniques for real-time information - A Custom and Dynamic Dashboard for Analyzing Sur veys' Results,2018 13TH IBERIAN CONFERENCE ON INFORMATION SYSTEMS AND TECHNOLOGIES (CISTI),,"Toasa, Renato; Maximiano, Marisa; Reis, Catarina; Guevara, David",2018,,Conference Paper,Web of Science,EC3
A Framework for Analyzing and Developing Dashboard Templates for Small and Medium Enterprises,2018 5TH INTERNATIONAL CONFERENCE ON INDUSTRIAL ENGINEERING AND APPLICATIONS (ICIEA),,"Noonpakdee, Wasinee; Khunkornsiri, Thitiporn; Phothichai, Acharaphun; Danaisawat, Kriangsak",2018,,Conference Paper,Web of Science,EC5
SENCITY-EVALUATING USERS' EXPERIENCES OF INTELLIGENT LIGHTING FOR WELL-BEING IN SMART CITIES,LIGHT & ENGINEERING,,"Pihlajaniemi, Henrika; Luusua, Anna; Juntunen, Eveliina",2018,,Journal Article,Web of Science,EC3
IMPROVING MECHANICAL PROPERTIES OF PALM SHEATH COMPOSITES USING SODIUM HYDROXIDE [NaOH] TREATMENT,MATERIALS TODAY-PROCEEDINGS,10.1016/j.matpr.2018.03.019,"Saravanan, P.; Devaraju, A.",2018,,Journal Article,Web of Science,EC3
Using Fuzzy Sets in a Data-to-Text System for Business Service Intelligence,"ADVANCES IN FUZZY LOGIC AND TECHNOLOGY 2017, VOL 3",10.1007/978-3-319-66827-7_20,"Ramos-Soto, A.; Janeiro, J.; Alonso, J. M.; Bugarin, A.; Berea-Cabaleiro, D.",2018,,Conference Paper,Web of Science,EC3
Paradata and dashboards in PIAAC,QUALITY ASSURANCE IN EDUCATION,10.1108/QAE-06-2017-0031,"Mohadjer, Leyla; Edwards, Brad",2018,,Journal Article,Web of Science,EC3
A business intelligence framework for sustainability information management in higher education,INTERNATIONAL JOURNAL OF SUSTAINABILITY IN HIGHER EDUCATION,10.1108/IJSHE-06-2016-0118,"Scholtz, Brenda; Calitz, Andre; Haupt, Ross",2018,,Journal Article,Web of Science,EC3
Disruptive data visualization towards zero-defects diagnostics,11TH CIRP CONFERENCE ON INTELLIGENT COMPUTATION IN MANUFACTURING ENGINEERING,10.1016/j.procir.2017.12.270,"Ferreira, Luis; Putnik, Goran D.; Lopes, Nuno; Garcia, Wiley; Cruz-Cunha, Maria M.; Castro, Helio; Varela, Maria L. R.; Moura, Joao M.; Shah, Vaibhav; Alves, Catia; Putnik, Zlata",2018,,Conference Paper,Web of Science,EC3
CityResolver: A Decision Support System for Conflict Resolution in Smart Cities,2018 9TH ACM/IEEE INTERNATIONAL CONFERENCE ON CYBER-PHYSICAL SYSTEMS (ICCPS 2018),10.1109/ICCPS.2018.00014,"Ma, Meiyi; Stankovic, John A.; Feng, Lu",2018,,Conference Paper,Web of Science,EC3
Study of Chinese City Portrait Based on Data Visualization: Take City Dashboard for Example,"DESIGN, USER EXPERIENCE, AND USABILITY: DESIGNING INTERACTIONS, DUXU 2018, PT II",10.1007/978-3-319-91803-7_26,"Tong, Xueting; Wu, Zhanwei",2018,,Conference Paper,Web of Science,EC3
"IS PERSONAL ACADEMIC TUTORING CHANGING THE WAY WE SUPPORT STUDENTS IN HIGHER EDUCATION IN THE UNITED KINGDOM, HOW DO TUTORS FEEL ABOUT PERFORMING THE ROLE?",EDULEARN18: 10TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES,,"Marsden, Frances",2018,,Conference Paper,Web of Science,EC3
E-commerce Flow Management in Fulfillment Centers Through Data Visualization,"HCI IN BUSINESS, GOVERNMENT, AND ORGANIZATIONS",10.1007/978-3-319-91716-0_60,"Tarigonda, Amith; Hymes, Bruce; Nikonovich-Kahn, Alexei",2018,,Conference Paper,Web of Science,EC3
Application of Domain Engineering to Generate Customized Information Dashboards,"LEARNING AND COLLABORATION TECHNOLOGIES: LEARNING AND TEACHING, LCT 2018, PT II",10.1007/978-3-319-91152-6_40,"Vazquez-Ingelmo, Andrea; Garcia-Penalvo, Francisco J.; Theron, Roberto",2018,,Conference Paper,Web of Science,EC3
How to Help Teachers Adapt to Learners? Teachers' Perspective on a Competency and Error-Type Centered Dashboard,"LIFELONG TECHNOLOGY-ENHANCED LEARNING, EC-TEL 2018",10.1007/978-3-319-98572-5_53,"Nikolayeva, Iryna; Martin, Bruno; Yessad, Amel; Chenevotot, Francoise; Pilet, Julia; Previt, Dominique; Grugeon-Allys, Brigitte; Luengo, Vanda",2018,,Conference Paper,Web of Science,EC3
Selecting NLP Techniques to Evaluate Learning Design Objectives in Collaborative Multi-perspective Elaboration Activities,NATURAL LANGUAGE PROCESSING TECHNIQUES FOR EDUCATIONAL APPLICATIONS,,"Bakharia, Aneesha",2018,,Conference Paper,Web of Science,EC3
"Cost, Risk, Performance: Icon Water's Sewer Network Investment Plan","PIPELINES 2018: UTILITY ENGINEERING, SURVEYING, AND MULTIDISCIPLINARY TOPICS",,"Gibson, Andy; Khadka, Sagar; Engelhardt, Mark",2018,,Conference Paper,Web of Science,EC3
Data Visualization Support for Complex Logistics Operations and Cyber-Physical Systems,"VISIGRAPP 2018: PROCEEDINGS OF THE 13TH INTERNATIONAL JOINT CONFERENCE ON COMPUTER VISION, IMAGING AND COMPUTER GRAPHICS THEORY AND APPLICATIONS / INTERNATIONAL CONFERENCE ON INFORMATION VISUALIZATION THEORY AND APPLICATIONS (IVAPP), VOL 3",10.5220/0006569402000211,"Gurdur, Didem; Raizer, Klaus; El-Khoury, Jad",2018,,Conference Paper,Web of Science,EC3
An Integral Model to Provide Reactive and Proactive Services in an Academic CSIRT Based on Business Intelligence,SYSTEMS,10.3390/systems5040052,"Fuertes, Walter; Reyes, Francisco; Valladares, Paul; Tapia, Freddy; Toulkeridis, Theofilos; Perez, Ernesto",2017,,Journal Article,Web of Science,EC3
SHERLOCK: Experimental Evaluation of a Conversational Agent for Mobile Information Tasks,IEEE TRANSACTIONS ON HUMAN-MACHINE SYSTEMS,10.1109/THMS.2017.2700625,"Preece, Alun; Webberley, William; Braines, Dave; Zaroukian, Erin G.; Bakdash, Jonathan Z.",2017,,Journal Article,Web of Science,EC3
Using Key Performance Indicators to Reduce Perceived Perioperative Complexity and Improve Patient Workflow,INTERNATIONAL JOURNAL OF HEALTHCARE INFORMATION SYSTEMS AND INFORMATICS,10.4018/IJHISI.2017100102,"Ryan, Jim; Doster, Barbara; Daily, Sandra; Lewis, Carmen",2017,,Journal Article,Web of Science,EC3
Development of a Clinical Performance Dashboard to Empower Resident Education,ANNALS OF EMERGENCY MEDICINE,10.1016/j.annemergmed.2017.07.145,"Sun, J.; Li, K. Y.; Peng, P.; Genes, N.; Chung, A.",2017,,Journal Article,Web of Science,EC5
Give Me a Customizable Dashboard: Personalized Learning Analytics Dashboards in Higher Education,TECHNOLOGY KNOWLEDGE AND LEARNING,10.1007/s10758-017-9316-1,"Roberts, Lynne D.; Howell, Joel A.; Seaman, Kristen",2017,,Journal Article,Web of Science,EC3
Student Facing Dashboards: One Size Fits All?,TECHNOLOGY KNOWLEDGE AND LEARNING,10.1007/s10758-017-9314-3,"Teasley, Stephanie D.",2017,,Journal Article,Web of Science,EC3
Integrating operational and risk information with system risk models in air traffic control,COGNITION TECHNOLOGY & WORK,10.1007/s10111-017-0409-3,"Kontogiannis, Tom; Malakis, Stathis; McDonald, Nick",2017,,Journal Article,Web of Science,EC3
CTD2 Dashboard: a searchable web interface to connect validated results from the Cancer Target Discovery and Development Network,DATABASE-THE JOURNAL OF BIOLOGICAL DATABASES AND CURATION,10.1093/database/bax054,"Aksoy, Bulent Arman; Dancik, Vlado; Smith, Kenneth; Mazerik, Jessica N.; Ji, Zhou; Gross, Benjamin; Nikolova, Olga; Jaber, Nadia; Califano, Andrea; Schreiber, Stuart L.; Gerhard, Daniela S.; Hermida, Leandro C.; Jagu, Subhashini; Sander, Chris; Floratos, Aris; Clemons, Paul A.",2017,,Journal Article,Web of Science,EC3
Revisiting Sensemaking: The case of the Digital Decision Network Application (DigitalDNA),INTERNATIONAL REVIEW OF RESEARCH IN OPEN AND DISTRIBUTED LEARNING,,"Archer, Elizabeth; Barnes, Glen",2017,,Journal Article,Web of Science,EC3
Monitoring Results in Routine Immunization: Development of Routine Immunization Dashboard in Selected African Countries in the Context of the Polio Eradication Endgame Strategic Plan,JOURNAL OF INFECTIOUS DISEASES,10.1093/infdis/jiw635,"Poy, Alain; van den Ent, Maya M. V. X.; Sosler, Stephen; Hinman, Alan R.; Brown, Sidney; Sodha, Samir; Ehlman, Daniel C.; Wallace, Aaron S.; Mihigo, Richard",2017,,Journal Article,Web of Science,EC3
"Development of an HIV Testing Dashboard to Complement the HIV Care Continuum Among MSM, PWID, and Heterosexuals in Washington, DC, 2007-2015",JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,10.1097/QAI.0000000000001417,"Patrick, Rudy; Greenberg, Alan; Magnus, Manya; Opoku, Jenevieve; Kharfen, Michael; Kuo, Irene",2017,,Journal Article,Web of Science,EC3
Evaluation of performance indicators applied to a material recovery facility fed by mixed packaging waste,WASTE MANAGEMENT,10.1016/j.wasman.2017.02.030,"Mastellone, Maria Laura; Cremiato, Raffaele; Zaccariello, Lucio; Lotito, Roberta",2017,,Journal Article,Web of Science,EC5
The Society of Thoracic Surgeons General Thoracic Surgery Database 2017 Update on Outcomes and Quality,ANNALS OF THORACIC SURGERY,10.1016/j.athoracsur.2017.02.073,"Seder, Christopher W.; Raymond, Daniel P.; Wright, Cameron D.; Gaissert, Henning A.; Chang, Andrew C.; Clinton, Sydney; Becker, Susan; Fernandez, Felix G.; Kozower, Benjamin D.",2017,,Journal Article,Web of Science,EC5
Measuring the effectiveness and impact of an open innovation platform,DRUG DISCOVERY TODAY,10.1016/j.drudis.2017.01.009,"Carroll, Glenn P.; Srivastava, Sanjay; Volini, Adam S.; Pineiro-Nunez, Marta M.; Vetman, Tatiana",2017,,Journal Article,Web of Science,EC5
"PROCESS MAPPING, DOCUMENT TEMPLATES, AND DASHBOARDS TO SUPPORT CONSISTENT, THOROUGH AND RAPID OF EARLY PHASE INDS",CYTOTHERAPY,,"Thebiay, J.; Gastineau, D.; Dietz, A.",2017,,Journal Article,Web of Science,EC5
Exploring short-term and long-term time frames in Australian population carrying capacity assessment,POPULATION AND ENVIRONMENT,10.1007/s11111-016-0264-9,"Lane, Murray",2017,,Journal Article,Web of Science,EC3
Research directions for integrating the triple bottom line in maintenance dashboards,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2016.07.132,"Senechal, Olivier",2017,,Journal Article,Web of Science,EC5
Decision support for selection of food waste technologies at military installations,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2016.08.091,"Chadderton, Colin; Foran, Christy M.; Rodriguez, Giselle; Gilbert, Dominique; Cosper, Steven D.; Linkov, Igor",2017,,Journal Article,Web of Science,EC5
Cyberinfrastructure for Open Science at the Montreal Neurological Institute,FRONTIERS IN NEUROINFORMATICS,10.3389/fninf.2016.00053,"Das, Samir; Glatard, Tristan; Rogers, Christine; Saigle, John; Paiva, Santiago; MacIntyre, Leigh; Safi-Harab, Mouna; Rousseau, Marc-Etienne; Stirling, Jordan; Khalili-Mahani, Najmeh; MacFarlane, David; Kostopoulos, Penelope; Rioux, Pierre; Madjar, Cecile; Lecours-Boucher, Xavier; Vanamala, Sandeep; Adalat, Reza; Mohaddes, Zia; Fonov, Vladimir S.; Milot, Sylvain; Leppert, Ilana; Degroot, Clotilde; Durcan, Thomas M.; Campbell, Tara; Moreau, Jeremy; Dagher, Alain; Collins, D. Louis; Karamchandani, Jason; Bar-Or, Amit; Fon, Edward A.; Hoge, Rick; Baillet, Sylvain; Rouleau, Guy; Evans, Alan C.",2017,,Journal Article,Web of Science,EC3
Design procedure to develop dashboards aimed at improving the performance of productive equipment and processes,"27TH INTERNATIONAL CONFERENCE ON FLEXIBLE AUTOMATION AND INTELLIGENT MANUFACTURING, FAIM2017",10.1016/j.promfg.2017.07.314,"Vilarinho, Sandrina; Lopes, Isabel; Sousa, Sergio",2017,,Conference Paper,Web of Science,EC5
Supporting Group Reflection in a Virtual Role-Playing Environment,"INTELLIGENT TECHNOLOGIES FOR INTERACTIVE ENTERTAINMENT, INTETAIN 2016",10.1007/978-3-319-49616-0_30,"Othlinghaus, Julia; Hoppe, H. Ulrich",2017,,Conference Paper,Web of Science,EC5
Towards Adaptive Dashboards for Learning Analytic An Approach for Conceptual Design and Implementation,"PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON COMPUTER SUPPORTED EDUCATION (CSEDU), VOL 1",10.5220/0006325601200131,"Ines, Dabbebi; Sebastien, Iksal; Jean-Marie, Gilliot; Madeth, May; Serge, Garlatti",2017,,Conference Paper,Web of Science,EC5
DataScope: Interactive Visual Exploratory Dashboards For Large Multidimensional Data,2017 IEEE WORKSHOP ON VISUAL ANALYTICS IN HEALTHCARE (VAHC),,"Iyer, Ganesh; DuttaDuwarah, Sapoonjyoti; Sharma, Ashish",2017,,Conference Paper,Web of Science,EC5
Performance Dashboard Cutting-Edge Business Intelligence and Data Visualization,PROCEEDINGS OF THE 2017 INTERNATIONAL CONFERENCE ON SMART TECHNOLOGIES FOR SMART NATION (SMARTTECHCON),,"Kumar, S. M.; Belwal, Meena",2017,,Conference Paper,Web of Science,EC5
Development of a Dashboard for Learning Analytics in Higher Education,"LEARNING AND COLLABORATION TECHNOLOGIES: TECHNOLOGY IN EDUCATION, LCT 2017, PT II",10.1007/978-3-319-58515-4_23,"Leitner, Philipp; Ebner, Martin",2017,,Conference Paper,Web of Science,EC3
"SenCity City Monitor as a platform for user involvement, innovation and service development","ECAADE 2017: SHARING OF COMPUTABLE KNOWLEDGE! (SHOCK!), VOL 1",,"Pihlajaniemi, Henrika; Luusua, Anna; Sarjanoja, Esa-Matti; Vaaraniemi, Risto; Juntunen, Eveliina; Kourunen, Sini",2017,,Conference Paper,Web of Science,EC3
A Visualization Dashboard and Decision Support Tool for Building Integrated Performance Optimization,"ECAADE 2017: SHARING OF COMPUTABLE KNOWLEDGE! (SHOCK!), VOL 1",,"Gadelhak, Mahmoud; Lang, Werner; Petzold, Frank",2017,,Conference Paper,Web of Science,EC3
Cyber-physical system based production monitoring for tapioca starch production,2017 4TH INTERNATIONAL CONFERENCE ON INFORMATION SCIENCE AND CONTROL ENGINEERING (ICISCE),10.1109/ICISCE.2017.196,"Sriyakul, H.; Koolpiruck, D.; Nuratch, S.; Songkasiri, W.",2017,,Conference Paper,Web of Science,EC3
Executive Dashboard as a Tool for Knowledge Discovery,"2017 INTERNATIONAL CONFERENCE ON SOFT COMPUTING, INTELLIGENT SYSTEM AND INFORMATION TECHNOLOGY (ICSIIT)",10.1109/ICSIIT.2017.10,"Karna, Nyoman",2017,,Conference Paper,Web of Science,EC5
Designing Dashboard Visualization for Heterogeneous Stakeholders (Case Study: ITB Central Library),PROCEEDINGS OF 2017 INTERNATIONAL CONFERENCE ON DATA AND SOFTWARE ENGINEERING (ICODSE),,"Orlando, Tjan Marco; Sunindyo, Wikan Danar",2017,,Conference Paper,Web of Science,EC5
Big Data analytics in agriculture and distribution channel,2017 INTERNATIONAL CONFERENCE ON COMPUTING METHODOLOGIES AND COMMUNICATION (ICCMC),,"Kumar, Mukesh; Nagar, Mayura",2017,,Conference Paper,Web of Science,EC5
WeBuild: Automatically Distributing Assembly Tasks Among Collocated Workers to Improve Coordination,PROCEEDINGS OF THE 2017 ACM SIGCHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI'17),10.1145/3025453.3026036,"Fraser, C. Ailie; Grossman, Tovi; Fitzmaurice, George",2017,,Conference Paper,Web of Science,EC5
Data Centre Temperature Monitoring with ESP8266 Based Wireless Sensor Network and Cloud Based Dashboard with Real Time Alert System,PROCEEDINGS OF 2ND INTERNATIONAL CONFERENCE ON 2017 DEVICES FOR INTEGRATED CIRCUIT (DEVIC),,"Saha, Saraswati; Majumdar, Anupam",2017,,Conference Paper,Web of Science,EC5
A Low-Effort Analytics Platform for Visualizing Evolving Flask-Based Python Web Services,2017 IEEE WORKING CONFERENCE ON SOFTWARE VISUALIZATION (VISSOFT 2017),10.1109/VISSOFT.2017.13,"Vogel, Patrick; Klooster, Thijs; Andrikopoulos, Vasilios; Lungu, Mircea",2017,,Conference Paper,Web of Science,EC5
Mixed-initiative system for tactical planning allowing real-time constraint insertions,IFAC PAPERSONLINE,10.1016/j.ifacol.2017.08.2376,"Bouchard, Jean; Gaudreault, Jonathan; Quimper, Claude-Guy; Marier, Philippe; Brotherton, Edith; Simard, Nathaniel",2017,,Journal Article,Web of Science,EC5
A Monitoring Framework of Collaborative Supply Chain for Agility,IFAC PAPERSONLINE,10.1016/j.ifacol.2017.08.2007,"Jiang, Zheng; Lamothe, Jacques; Benaben, Frederick",2017,,Journal Article,Web of Science,EC3
Learner and Course Dashboards for intelligent learning management systems,"2017 25TH INTERNATIONAL CONFERENCE ON SOFTWARE, TELECOMMUNICATIONS AND COMPUTER NETWORKS (SOFTCOM)",,"Volaric, Tomislav; Ljubic, Hrvoje",2017,,Conference Paper,Web of Science,EC3
A Novel vCPE Framework for Enabling Virtual Network Functions with Multiple Flow Tables Architecture in SDN Switches,2017 19TH ASIA-PACIFIC NETWORK OPERATIONS AND MANAGEMENT SYMPOSIUM (APNOMS 2017): MANAGING A WORLD OF THINGS,,"Huang, Nen-Fu; Li, Chi-Hsuan; Chen, Chia-Chi; Hsu, I-Hsien; Li, Che-Chuan; Chen, Ching-Hsuan",2017,,Conference Paper,Web of Science,EC3
Strategic monitoring of port authorities activities: Proposal of a multi-dimensional digital dashboard,PRODUCTION PLANNING & CONTROL,10.1080/09537287.2017.1375146,"Ferretti, Marco; Parmentola, Adele; Parola, Francesco; Risitano, Marcello",2017,,Journal Article,Web of Science,EC5
A Data Visualization Dashboard for Exploring the Additive Manufacturing Solution Space,COMPLEX SYSTEMS ENGINEERING AND DEVELOPMENT,10.1016/j.procir.2017.01.016,"Goguelin, Steven; Flynn, Joseph M.; Essink, Wesley P.; Dhokia, Vimal",2017,,Conference Paper,Web of Science,EC5
Tool Support for Effective Employee Performance Appraisal in Software Engineering Industry,2017 3RD INTERNATIONAL MORATUWA ENGINEERING RESEARCH CONFERENCE (MERCON),,"Prabaharan, Prashanth; Perera, Indika",2017,,Conference Paper,Web of Science,EC3
Awakening Awareness on Energy Consumption in Software Engineering,2017 IEEE/ACM 39TH INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING: SOFTWARE ENGINEERING IN SOCIETY TRACK (ICSE-SEIS),10.1109/ICSE-SEIS.2017.10,"Jagroep, Erik; Broekman, Jordy; Martijn, Jan; van der Werf, E. M.; Brinkkemper, Sjaak; Lago, Patricia; Blom, Leen; van Vliet, Rob",2017,,Conference Paper,Web of Science,EC3
A Dashboard for Microservice Monitoring and Management,2017 IEEE INTERNATIONAL CONFERENCE ON SOFTWARE ARCHITECTURE WORKSHOPS (ICSAW),10.1109/ICSAW.2017.44,"Mayer, Benjamin; Weinreich, Rainer",2017,,Conference Paper,Web of Science,EC3
From Financial Merchandise Planning to Supply Chain Design and Execution,BUSINESS MODELS AND ICT TECHNOLOGIES FOR THE FASHION SUPPLY CHAIN,10.1007/978-3-319-48511-9_18,"Bianchini, Augusto; Tricase, Marco",2017,,Conference Paper,Web of Science,EC3
Internet outfitters: librarians in the twenty-first century,LIBRARY MANAGEMENT,10.1108/LM-02-2017-0012,"Hallis, Robert",2017,,Journal Article,Web of Science,EC3
Supporting awareness and self-regulation in project-based learning through personalised dashboards,INTERNATIONAL JOURNAL OF TECHNOLOGY ENHANCED LEARNING,10.1504/IJTEL.2017.084500,"Michel, Christine; Lavoue, Elise; George, Sebastien; Ji, Min",2017,,Journal Article,Web of Science,EC3
Hospital performance dashboards: a literature review,JOURNAL OF HEALTH ORGANIZATION AND MANAGEMENT,10.1108/JHOM-04-2017-0088,"Buttigieg, Sandra C.; Pace, Adriana; Rathert, Cheryl",2017,,Journal Article,Web of Science,EC3
AUDITING OF ECO-DASHBOARD OF A COMPANY IN ALUMINUM INDUSTRY AND ITS IMPACT ON SUSTAINABILITY,JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY,,"Ivan, O. R.; Capusneanu, S.; Topor, D. I.; Oprea, D. -M.",2017,,Journal Article,Web of Science,EC3
DEPLOYING MOBILE CONSTRUCTION INSPECTION FORMS AS A CASE STUDY FOR TECHNOLOGY ADOPTION,"PROCEEDINGS OF THE 11TH INTERNATIONAL PIPELINE CONFERENCE, 2016, VOL 2",,"Vogt, Brett D.; Belcher, Raymond E, Jr.",2017,,Conference Paper,Web of Science,EC5
Analysis and optimization based on reusable knowledge base of process performance models,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,10.1007/s00170-016-8761-7,"Brodsky, Alexander; Shao, Guodong; Krishnamoorthy, Mohan; Narayanan, Anantha; Menasce, Daniel; Ak, Ronay",2017,,Journal Article,Web of Science,EC5
Breadth and Depth of Learning Analytics,INNOVATIONS IN SMART LEARNING,10.1007/978-981-10-2419-1_30,"Boulanger, David; Seanosky, Jeremie; Guillot, Rebecca; Kumar, Vivekanandan Suresh; Kinshuk",2017,,Conference Paper,Web of Science,EC3
Teacher Dashboards in Practice: Usage and Impact,DATA DRIVEN APPROACHES IN DIGITAL EDUCATION,10.1007/978-3-319-66610-5_10,"Molenaar, Inge; Knoop-van Campen, Carolien",2017,,Conference Paper,Web of Science,EC3
Opportunities and Challenges in Using Learning Analytics in Learning Design,DATA DRIVEN APPROACHES IN DIGITAL EDUCATION,10.1007/978-3-319-66610-5_16,"Schmitz, Marcel; van Limbeek, Evelien; Greller, Wolfgang; Sloep, Peter; Drachsler, Hendrik",2017,,Conference Paper,Web of Science,EC3
Making Social Media Activity Analytics Intelligible for Oneself and for Others: A Boundary Object Approach to Dashboard Design,"HUMAN INTERFACE AND THE MANAGEMENT OF INFORMATION: INFORMATION, KNOWLEDGE AND INTERACTION DESIGN, HCI INTERNATIONAL 2017, PT I",10.1007/978-3-319-58521-5_8,"Lambotte, Francois",2017,,Conference Paper,Web of Science,EC3
Perceiving Learning at a Glance: A Systematic Literature Review of Learning Dashboard Research,IEEE TRANSACTIONS ON LEARNING TECHNOLOGIES,10.1109/TLT.2016.2599522,"Schwendimann, Beat A.; Rodriguez-Triana, Maria Jesus; Vozniuk, Andrii; Prieto, Luis P.; Boroujeni, Mina Shirvani; Holzer, Adrian; Gillet, Denis; Dillenbourg, Pierre",2017,,Journal Article,Web of Science,EC3
The NET dashboard to exploit social media data in performing arts: the case of Teatro Alla Scala,"IFKAD 2017: 12TH INTERNATIONAL FORUM ON KNOWLEDGE ASSET DYNAMICS: KNOWLEDGE MANAGEMENT IN THE 21ST CENTURY: RESILIENCE, CREATIVITY AND CO-CREATION",,"Agostino, Deborah; Arnaboldi, Michela; Calissano, Anna",2017,,Conference Paper,Web of Science,EC5
"Use of performance measures, balanced scorecards and dashboards",MANAGERIAL AUDITING JOURNAL,10.1108/MAJ-12-2016-1494,"Burnaby, Priscilla A.",2017,,Journal Article,Web of Science,EC5
Automatic Recognition of Indoor Digital Instrument Reading for Inspection Robot of Power Substation,"PROCEEDINGS OF THE 2017 INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS, NETWORKING AND APPLICATIONS (WCNA2017)",10.1145/3180496.3180642,"Wang, Yu; Xu, Chang-Bao; Wang, Jun; Gao, Peng; Gao, Ji-Pu; Xin, Ming-Yong; Zheng, Jun-Lin; Shi, Xiao-Long",2017,,Conference Paper,Web of Science,EC3
From Data to City Indicators: A Knowledge Graph for Supporting Automatic Generation of Dashboards,"SEMANTIC WEB, ESWC 2017, PT II",10.1007/978-3-319-58451-5_7,"Santos, Henrique; Dantas, Victor; Furtado, Vasco; Pinheiro, Paulo; McGuinness, Deborah L.",2017,,Conference Paper,Web of Science,EC3
Business Intelligence (BI) for Personalized Student Dashboards,SEVENTH INTERNATIONAL LEARNING ANALYTICS & KNOWLEDGE CONFERENCE (LAK'17),10.1145/3027385.3029458,"Sluijter, J.; Otten, M.",2017,,Conference Paper,Web of Science,EC5
Redesigning educational dashboards for shifting user contexts,SIGDOC'17: PROCEEDINGS OF THE 35TH ACM INTERNATIONAL CONFERENCE ON THE DESIGN OF COMMUNICATION,10.1145/3121113.3121210,"Manwaring, Emily; Carter, J. Noelle; Maynard, Keith",2017,,Conference Paper,Web of Science,EC5
Visualizing statistical linked knowledge for decision support,SEMANTIC WEB,10.3233/SW-160225,"Brasovcanu, Adrian M. P.; Sabou, Marta; Scharl, Arno; Hubmann-Haidvogel, Alexander; Fischl, Daniel",2017,,Journal Article,Web of Science,EC5
The High Performance Platform New STN - a new dimension in searching,INFORMATION-WISSENSCHAFT UND PRAXIS,10.1515/iwp-2016-0052,"Bolle, Babett",2016,,Journal Article,Web of Science,EC5
The BEL information extraction workflow (BELIEF): evaluation in the BioCreative V BEL and IAT track,DATABASE-THE JOURNAL OF BIOLOGICAL DATABASES AND CURATION,10.1093/database/baw136,"Madan, Sumit; Hodapp, Sven; Senger, Philipp; Ansari, Sam; Szostak, Justyna; Hoeng, Julia; Peitsch, Manuel; Fluck, Juliane",2016,,Journal Article,Web of Science,EC5
Improvements in Clinical Workflow Measures and Clinician Group Performance Following Implementation of a Physician Dashboard Monitoring and Feedback Process,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,10.1016/j.ijrobp.2016.06.188,"Song, D.; McNutt, T. R.; Smith, K. S.; DeWeese, T. L.",2016,,Journal Article,Web of Science,EC5
Student perceptions of privacy principles for learning analytics,ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,10.1007/s11423-016-9477-y,"Ifenthaler, Dirk; Schumacher, Clara",2016,,Journal Article,Web of Science,EC5
EVALUATION OF PROVIDING MILITARY SERVICE ORGANIZATIONS ECONOMIC PERFORMANCE BY EXECUTIVE DASHBOARDS,INDEPENDENT JOURNAL OF MANAGEMENT & PRODUCTION,10.14807/ijmp.v7i4.484,"Davis, Marcelo David; de Santana, Esdras Carlos; Bandeira dos Santos, Maria de Fatima; Quintal, Renato Santiago; Tesch Santos, Jorge Luiz",2016,,Journal Article,Web of Science,EC5
PROJECT PERFORMANCE MEASUREMENT DASHBOARD: A PROPOSAL FOR RESEARCH AND DEVELOPMENT ORGANIZATION,REVISTA DE GESTAO E PROJETOS,10.5585/gep.v7i3.321,"de Souza, Cibelle Alexandre; Schmitz, Leandro Costa",2016,,Journal Article,Web of Science,EC5
